round,generation,solution_index,client_id,bitstring,selected,available,unavailable,utility,local_test_accuracy,last_round_participated,number_of_times_fitted
0,1,0,0,110101001000010110000110111100,1,1,0,0.1031238688359326,0.3030303120613098,1,1
0,1,0,1,110101001000010110000110111100,1,1,0,0.9025529066795668,0.03030303120613098,1,1
0,1,0,3,110101001000010110000110111100,1,1,0,0.8264574661077416,0.0,1,1
0,1,0,5,110101001000010110000110111100,1,1,0,0.8955232284962005,0.0,1,1
0,1,0,8,110101001000010110000110111100,1,1,0,0.9053819764192635,0.2469135820865631,1,1
0,1,0,13,110101001000010110000110111100,1,1,0,0.5734378881232861,0.19512194395065308,1,1
0,1,0,15,110101001000010110000110111100,1,1,0,0.4484455219783197,0.013333333656191826,1,1
0,1,0,16,110101001000010110000110111100,1,1,0,0.2932107716980645,0.07894736528396606,1,1
0,1,0,21,110101001000010110000110111100,1,1,0,0.7896181427945539,0.16201117634773254,1,1
0,1,0,22,110101001000010110000110111100,1,0,1,0.0912061030486903,0.4000000059604645,1,1
0,1,0,24,110101001000010110000110111100,1,0,1,0.0575587600166442,0.1551724076271057,1,1
0,1,0,25,110101001000010110000110111100,1,1,0,0.5495288823237355,0.09803921729326248,1,1
0,1,0,26,110101001000010110000110111100,1,1,0,0.441530501373377,0.0,1,1
0,1,0,27,110101001000010110000110111100,1,1,0,0.8877041827582998,0.3478260934352875,1,1
0,1,1,2,001111101111111000110101000110,1,1,0,0.5052523724478571,0.23577235639095306,1,1
0,1,1,3,001111101111111000110101000110,1,1,0,0.8264574661077416,0.0,1,1
0,1,1,4,001111101111111000110101000110,1,1,0,0.3200496010306117,0.0555555559694767,1,1
0,1,1,5,001111101111111000110101000110,1,1,0,0.8955232284962005,0.0,1,1
0,1,1,6,001111101111111000110101000110,1,1,0,0.3892016787341631,0.09130434691905975,1,1
0,1,1,8,001111101111111000110101000110,1,1,0,0.9053819764192635,0.2469135820865631,1,1
0,1,1,9,001111101111111000110101000110,1,0,1,0.0912866767861335,0.02298850566148758,1,1
0,1,1,10,001111101111111000110101000110,1,1,0,0.3193136375904148,0.27272728085517883,1,1
0,1,1,11,001111101111111000110101000110,1,1,0,0.9500619670508048,0.0,1,1
0,1,1,12,001111101111111000110101000110,1,1,0,0.950607146937556,0.15789473056793213,1,1
0,1,1,13,001111101111111000110101000110,1,1,0,0.5734378881232861,0.19512194395065308,1,1
0,1,1,14,001111101111111000110101000110,1,1,0,0.6318372121697993,0.02631578966975212,1,1
0,1,1,18,001111101111111000110101000110,1,1,0,0.6725184560770384,0.0833333358168602,1,1
0,1,1,19,001111101111111000110101000110,1,1,0,0.75237452943768,0.23076923191547394,1,1
0,1,1,21,001111101111111000110101000110,1,1,0,0.7896181427945539,0.16201117634773254,1,1
0,1,1,23,001111101111111000110101000110,1,1,0,0.4944203047025814,0.0,1,1
0,1,1,27,001111101111111000110101000110,1,1,0,0.8877041827582998,0.3478260934352875,1,1
0,1,1,28,001111101111111000110101000110,1,1,0,0.3509150125520787,0.27586206793785095,1,1
0,1,2,0,110010101101011100000011100000,1,1,0,0.1031238688359326,0.3030303120613098,1,1
0,1,2,1,110010101101011100000011100000,1,1,0,0.9025529066795668,0.03030303120613098,1,1
0,1,2,4,110010101101011100000011100000,1,1,0,0.3200496010306117,0.0555555559694767,1,1
0,1,2,6,110010101101011100000011100000,1,1,0,0.3892016787341631,0.09130434691905975,1,1
0,1,2,8,110010101101011100000011100000,1,1,0,0.9053819764192635,0.2469135820865631,1,1
0,1,2,9,110010101101011100000011100000,1,0,1,0.0912866767861335,0.02298850566148758,1,1
0,1,2,11,110010101101011100000011100000,1,1,0,0.9500619670508048,0.0,1,1
0,1,2,13,110010101101011100000011100000,1,1,0,0.5734378881232861,0.19512194395065308,1,1
0,1,2,14,110010101101011100000011100000,1,1,0,0.6318372121697993,0.02631578966975212,1,1
0,1,2,15,110010101101011100000011100000,1,1,0,0.4484455219783197,0.013333333656191826,1,1
0,1,2,22,110010101101011100000011100000,1,0,1,0.0912061030486903,0.4000000059604645,1,1
0,1,2,23,110010101101011100000011100000,1,1,0,0.4944203047025814,0.0,1,1
0,1,2,24,110010101101011100000011100000,1,0,1,0.0575587600166442,0.1551724076271057,1,1
0,1,3,2,001001001000100000010010010110,1,1,0,0.5052523724478571,0.23577235639095306,1,1
0,1,3,5,001001001000100000010010010110,1,1,0,0.8955232284962005,0.0,1,1
0,1,3,8,001001001000100000010010010110,1,1,0,0.9053819764192635,0.2469135820865631,1,1
0,1,3,12,001001001000100000010010010110,1,1,0,0.950607146937556,0.15789473056793213,1,1
0,1,3,19,001001001000100000010010010110,1,1,0,0.75237452943768,0.23076923191547394,1,1
0,1,3,22,001001001000100000010010010110,1,0,1,0.0912061030486903,0.4000000059604645,1,1
0,1,3,25,001001001000100000010010010110,1,1,0,0.5495288823237355,0.09803921729326248,1,1
0,1,3,27,001001001000100000010010010110,1,1,0,0.8877041827582998,0.3478260934352875,1,1
0,1,3,28,001001001000100000010010010110,1,1,0,0.3509150125520787,0.27586206793785095,1,1
0,1,4,0,100100000001010110101110001010,1,1,0,0.1031238688359326,0.3030303120613098,1,1
0,1,4,3,100100000001010110101110001010,1,1,0,0.8264574661077416,0.0,1,1
0,1,4,11,100100000001010110101110001010,1,1,0,0.9500619670508048,0.0,1,1
